time,open,high,low,close,tick_volume,spread,real_volume
2025-05-07 12:48:00+02:00,23246.7,23250.8,23240.3,23241.8,82,150,0
2025-05-07 12:49:00+02:00,23240.8,23255.1,23238.2,23255.1,86,150,0
2025-05-07 12:50:00+02:00,23253.8,23258.8,23248.1,23257.6,88,150,0
2025-05-07 12:51:00+02:00,23257.5,23270.2,23252.1,23269.5,110,150,0
2025-05-07 12:52:00+02:00,23269.6,23273.3,23264.1,23269.3,115,150,0
2025-05-07 12:53:00+02:00,23269.7,23272.4,23267.8,23270.1,70,150,0
2025-05-07 12:54:00+02:00,23268.9,23270.2,23255.8,23256.9,117,150,0
2025-05-07 12:55:00+02:00,23257.8,23258.8,23250.8,23253.1,107,150,0
2025-05-07 12:56:00+02:00,23252.6,23254.2,23239.3,23241.8,99,150,0
2025-05-07 12:57:00+02:00,23242.8,23251.3,23241.7,23250.2,89,150,0
2025-05-07 12:58:00+02:00,23250.8,23262.1,23250.2,23257.5,85,150,0
2025-05-07 12:59:00+02:00,23257.5,23258.7,23253.6,23254.6,85,150,0
2025-05-07 13:00:00+02:00,23254.6,23264.6,23253.5,23262.6,113,150,0
2025-05-07 13:01:00+02:00,23263.6,23271.3,23256.9,23265.4,109,150,0
2025-05-07 13:02:00+02:00,23265.8,23269.8,23263.7,23264.2,113,150,0
2025-05-07 13:03:00+02:00,23265.2,23270.3,23263.2,23264.4,67,150,0
2025-05-07 13:04:00+02:00,23263.8,23274.3,23263.2,23273.7,99,150,0
2025-05-07 13:05:00+02:00,23273.6,23295.0,23271.8,23289.4,117,150,0
2025-05-07 13:06:00+02:00,23289.8,23296.4,23287.4,23295.9,115,150,0
2025-05-07 13:07:00+02:00,23295.2,23301.3,23287.9,23292.9,100,150,0
2025-05-07 13:08:00+02:00,23293.0,23293.5,23282.8,23284.3,87,150,0
2025-05-07 13:09:00+02:00,23285.2,23285.3,23281.7,23284.1,74,150,0
2025-05-07 13:10:00+02:00,23284.2,23287.9,23278.0,23280.1,101,150,0
2025-05-07 13:11:00+02:00,23280.1,23280.2,23268.7,23269.3,78,150,0
2025-05-07 13:12:00+02:00,23269.3,23280.3,23269.2,23272.3,98,150,0
2025-05-07 13:13:00+02:00,23272.2,23277.8,23270.3,23273.2,95,150,0
2025-05-07 13:14:00+02:00,23273.3,23273.3,23266.4,23268.7,73,150,0
2025-05-07 13:15:00+02:00,23269.3,23276.3,23268.8,23273.7,96,150,0
2025-05-07 13:16:00+02:00,23273.5,23275.1,23268.6,23274.0,82,150,0
2025-05-07 13:17:00+02:00,23274.1,23281.4,23271.9,23280.8,82,150,0
2025-05-07 13:18:00+02:00,23281.5,23292.3,23281.5,23288.9,101,150,0
2025-05-07 13:19:00+02:00,23289.6,23293.2,23287.1,23288.7,101,150,0
2025-05-07 13:20:00+02:00,23288.6,23290.6,23283.0,23283.1,93,150,0
2025-05-07 13:21:00+02:00,23283.2,23288.7,23273.7,23275.7,85,150,0
2025-05-07 13:22:00+02:00,23275.7,23280.3,23274.3,23277.1,78,150,0
2025-05-07 13:23:00+02:00,23277.2,23278.6,23263.2,23263.3,108,150,0
2025-05-07 13:24:00+02:00,23263.3,23270.9,23261.3,23267.9,82,150,0
2025-05-07 13:25:00+02:00,23268.4,23274.8,23267.8,23270.4,84,150,0
2025-05-07 13:26:00+02:00,23269.9,23276.2,23266.7,23272.1,91,150,0
2025-05-07 13:27:00+02:00,23272.7,23274.3,23266.8,23267.3,75,150,0
2025-05-07 13:28:00+02:00,23267.8,23273.9,23266.5,23273.0,58,150,0
2025-05-07 13:29:00+02:00,23273.0,23273.9,23261.1,23268.1,67,150,0
2025-05-07 13:30:00+02:00,23268.5,23274.1,23264.6,23264.6,98,150,0
2025-05-07 13:31:00+02:00,23264.1,23269.2,23263.1,23267.5,81,150,0
2025-05-07 13:32:00+02:00,23268.2,23278.6,23267.0,23274.8,95,150,0
2025-05-07 13:33:00+02:00,23274.8,23281.1,23272.7,23279.8,92,150,0
2025-05-07 13:34:00+02:00,23279.6,23281.8,23274.7,23278.1,72,150,0
2025-05-07 13:35:00+02:00,23277.5,23278.7,23269.7,23276.5,103,150,0
2025-05-07 13:36:00+02:00,23276.7,23278.7,23264.1,23264.7,94,150,0
2025-05-07 13:37:00+02:00,23264.7,23264.7,23251.9,23254.9,95,150,0
2025-05-07 13:38:00+02:00,23254.8,23260.8,23254.8,23257.6,75,150,0
2025-05-07 13:39:00+02:00,23257.8,23264.2,23257.6,23260.2,96,150,0
2025-05-07 13:40:00+02:00,23260.1,23263.2,23255.7,23257.2,103,150,0
2025-05-07 13:41:00+02:00,23257.1,23264.5,23257.0,23260.1,69,150,0
2025-05-07 13:42:00+02:00,23259.6,23259.7,23245.7,23246.2,77,150,0
2025-05-07 13:43:00+02:00,23245.8,23247.8,23235.3,23235.5,85,150,0
2025-05-07 13:44:00+02:00,23235.6,23238.2,23231.4,23237.1,78,150,0
2025-05-07 13:45:00+02:00,23237.2,23243.1,23236.5,23241.6,96,150,0
2025-05-07 13:46:00+02:00,23241.6,23247.5,23237.3,23237.3,80,150,0
2025-05-07 13:47:00+02:00,23238.0,23242.3,23233.9,23234.1,87,150,0
2025-05-07 13:48:00+02:00,23234.0,23235.6,23225.0,23225.0,88,150,0
2025-05-07 13:49:00+02:00,23225.7,23225.7,23215.2,23215.9,97,150,0
2025-05-07 13:50:00+02:00,23214.8,23220.4,23208.3,23208.3,97,150,0
2025-05-07 13:51:00+02:00,23209.0,23214.9,23207.4,23214.4,82,150,0
2025-05-07 13:52:00+02:00,23214.3,23216.4,23201.8,23203.6,88,150,0
2025-05-07 13:53:00+02:00,23203.5,23214.5,23201.9,23213.4,70,150,0
2025-05-07 13:54:00+02:00,23214.2,23214.7,23210.2,23214.6,81,150,0
2025-05-07 13:55:00+02:00,23215.3,23221.0,23213.8,23213.9,100,150,0
2025-05-07 13:56:00+02:00,23214.4,23223.4,23213.0,23221.7,78,150,0
2025-05-07 13:57:00+02:00,23221.8,23227.7,23221.7,23226.0,63,150,0
2025-05-07 13:58:00+02:00,23225.1,23232.0,23224.6,23230.1,52,150,0
2025-05-07 13:59:00+02:00,23230.4,23230.7,23228.2,23229.2,52,150,0
2025-05-07 14:00:00+02:00,23228.7,23228.7,23207.9,23214.0,103,150,0
2025-05-07 14:01:00+02:00,23214.0,23220.2,23212.0,23220.2,61,150,0
2025-05-07 14:02:00+02:00,23220.1,23240.0,23220.0,23240.0,103,150,0
2025-05-07 14:03:00+02:00,23239.9,23248.0,23234.9,23246.9,84,150,0
2025-05-07 14:04:00+02:00,23247.0,23248.9,23243.9,23247.9,82,150,0
2025-05-07 14:05:00+02:00,23246.9,23248.3,23239.9,23243.1,98,150,0
2025-05-07 14:06:00+02:00,23242.5,23248.2,23242.1,23246.3,82,150,0
2025-05-07 14:07:00+02:00,23246.3,23250.2,23241.2,23243.3,69,150,0
2025-05-07 14:08:00+02:00,23243.8,23252.7,23243.8,23252.2,88,150,0
2025-05-07 14:09:00+02:00,23252.9,23257.2,23246.4,23247.8,83,150,0
2025-05-07 14:10:00+02:00,23247.8,23252.5,23238.0,23240.1,84,150,0
2025-05-07 14:11:00+02:00,23239.6,23239.7,23228.7,23232.2,91,150,0
2025-05-07 14:12:00+02:00,23233.9,23242.9,23228.0,23242.9,81,150,0
2025-05-07 14:13:00+02:00,23242.2,23255.1,23240.7,23254.7,80,150,0
2025-05-07 14:14:00+02:00,23254.1,23255.9,23247.2,23247.3,62,150,0
2025-05-07 14:15:00+02:00,23247.2,23249.4,23243.8,23246.4,80,150,0
2025-05-07 14:16:00+02:00,23246.8,23252.3,23243.8,23244.8,60,150,0
2025-05-07 14:17:00+02:00,23244.3,23252.2,23243.6,23249.6,73,150,0
2025-05-07 14:18:00+02:00,23249.5,23257.2,23249.5,23253.0,70,150,0
2025-05-07 14:19:00+02:00,23253.2,23254.6,23247.0,23249.2,58,150,0
2025-05-07 14:20:00+02:00,23249.0,23253.0,23246.2,23250.1,74,150,0
2025-05-07 14:21:00+02:00,23249.9,23249.9,23234.1,23237.1,88,150,0
2025-05-07 14:22:00+02:00,23237.2,23239.0,23229.6,23232.3,83,150,0
2025-05-07 14:23:00+02:00,23232.2,23235.9,23228.2,23228.3,86,150,0
2025-05-07 14:24:00+02:00,23228.3,23235.9,23225.9,23235.7,58,150,0
2025-05-07 14:25:00+02:00,23235.6,23237.8,23230.1,23230.3,71,150,0
2025-05-07 14:26:00+02:00,23230.1,23230.6,23219.3,23220.2,82,150,0
2025-05-07 14:27:00+02:00,23220.3,23224.3,23219.2,23222.7,58,150,0
2025-05-07 14:28:00+02:00,23223.1,23227.7,23222.1,23225.4,67,150,0
2025-05-07 14:29:00+02:00,23226.1,23229.0,23218.0,23220.0,83,150,0
2025-05-07 14:30:00+02:00,23219.6,23219.6,23213.3,23217.2,72,150,0
2025-05-07 14:31:00+02:00,23216.3,23222.7,23215.6,23222.3,69,150,0
2025-05-07 14:32:00+02:00,23222.4,23222.4,23209.9,23216.1,87,150,0
2025-05-07 14:33:00+02:00,23217.6,23217.6,23205.8,23205.8,77,150,0
2025-05-07 14:34:00+02:00,23206.2,23212.2,23206.2,23210.2,78,150,0
2025-05-07 14:35:00+02:00,23211.8,23215.7,23209.5,23209.7,88,150,0
2025-05-07 14:36:00+02:00,23209.0,23209.0,23200.3,23208.2,85,150,0
2025-05-07 14:37:00+02:00,23208.3,23213.1,23207.9,23209.6,66,150,0
2025-05-07 14:38:00+02:00,23208.1,23220.6,23208.1,23220.3,80,150,0
2025-05-07 14:39:00+02:00,23220.3,23227.2,23220.3,23225.1,79,150,0
2025-05-07 14:40:00+02:00,23225.2,23227.2,23219.5,23220.2,64,150,0
2025-05-07 14:41:00+02:00,23221.5,23227.1,23221.2,23224.0,69,150,0
2025-05-07 14:42:00+02:00,23223.1,23225.3,23222.9,23223.9,58,150,0
2025-05-07 14:43:00+02:00,23223.9,23224.4,23217.9,23221.8,65,150,0
2025-05-07 14:44:00+02:00,23222.0,23225.0,23219.9,23220.9,58,150,0
2025-05-07 14:45:00+02:00,23219.9,23229.9,23219.9,23225.9,75,150,0
2025-05-07 14:46:00+02:00,23225.8,23226.8,23221.2,23221.2,55,150,0
2025-05-07 14:47:00+02:00,23221.4,23226.5,23220.8,23226.0,64,150,0
2025-05-07 14:48:00+02:00,23225.8,23230.4,23224.2,23224.9,74,150,0
2025-05-07 14:49:00+02:00,23224.9,23225.7,23218.3,23222.6,73,150,0
2025-05-07 14:50:00+02:00,23222.6,23226.1,23219.9,23221.6,81,150,0
2025-05-07 14:51:00+02:00,23221.5,23222.5,23217.0,23218.2,48,150,0
2025-05-07 14:52:00+02:00,23218.1,23223.2,23214.1,23218.4,95,150,0
2025-05-07 14:53:00+02:00,23217.4,23218.4,23212.9,23216.5,85,150,0
2025-05-07 14:54:00+02:00,23216.9,23220.0,23215.8,23216.4,72,150,0
2025-05-07 14:55:00+02:00,23216.3,23221.0,23216.3,23221.0,61,150,0
2025-05-07 14:56:00+02:00,23221.3,23224.3,23214.8,23216.5,64,150,0
2025-05-07 14:57:00+02:00,23216.3,23224.4,23216.3,23217.3,68,150,0
2025-05-07 14:58:00+02:00,23217.4,23224.4,23217.3,23220.8,90,150,0
2025-05-07 14:59:00+02:00,23220.4,23224.5,23220.2,23224.3,81,150,0
2025-05-07 15:00:00+02:00,23224.5,23228.0,23220.3,23223.9,99,150,0
2025-05-07 15:01:00+02:00,23224.0,23224.0,23216.0,23217.1,94,150,0
2025-05-07 15:02:00+02:00,23217.0,23217.0,23207.6,23215.7,101,150,0
2025-05-07 15:03:00+02:00,23215.2,23215.2,23209.5,23212.6,73,150,0
2025-05-07 15:04:00+02:00,23212.7,23216.6,23211.9,23215.6,70,150,0
2025-05-07 15:05:00+02:00,23214.6,23217.5,23211.3,23212.3,70,150,0
2025-05-07 15:06:00+02:00,23212.4,23212.4,23194.7,23197.0,96,150,0
2025-05-07 15:07:00+02:00,23196.9,23203.0,23196.5,23201.4,73,150,0
2025-05-07 15:08:00+02:00,23201.3,23201.5,23196.8,23198.6,56,150,0
2025-05-07 15:09:00+02:00,23198.5,23209.4,23198.5,23208.4,76,150,0
2025-05-07 15:10:00+02:00,23208.4,23214.3,23206.2,23213.7,65,150,0
2025-05-07 15:11:00+02:00,23214.2,23214.8,23210.2,23211.8,58,150,0
2025-05-07 15:12:00+02:00,23211.8,23219.1,23205.6,23218.2,73,150,0
2025-05-07 15:13:00+02:00,23218.0,23222.1,23217.0,23217.9,80,150,0
2025-05-07 15:14:00+02:00,23218.6,23218.6,23211.9,23213.9,72,150,0
2025-05-07 15:15:00+02:00,23213.5,23213.6,23207.5,23210.2,80,150,0
2025-05-07 15:16:00+02:00,23210.1,23212.1,23200.2,23200.2,69,150,0
2025-05-07 15:17:00+02:00,23200.1,23204.1,23197.7,23200.2,69,150,0
2025-05-07 15:18:00+02:00,23199.6,23207.6,23199.0,23207.0,61,150,0
2025-05-07 15:19:00+02:00,23206.9,23210.9,23203.9,23210.7,44,150,0
2025-05-07 15:20:00+02:00,23210.2,23210.4,23201.3,23203.8,55,150,0
2025-05-07 15:21:00+02:00,23204.0,23204.0,23197.1,23197.6,58,150,0
2025-05-07 15:22:00+02:00,23198.2,23199.8,23191.2,23194.4,58,150,0
2025-05-07 15:23:00+02:00,23194.4,23198.5,23192.9,23196.0,69,150,0
2025-05-07 15:24:00+02:00,23193.4,23198.5,23192.9,23193.6,59,150,0
2025-05-07 15:25:00+02:00,23194.3,23203.7,23194.3,23202.7,56,150,0
2025-05-07 15:26:00+02:00,23201.7,23205.2,23200.7,23204.7,51,150,0
2025-05-07 15:27:00+02:00,23204.6,23205.1,23200.7,23201.9,55,150,0
2025-05-07 15:28:00+02:00,23202.5,23202.5,23195.6,23195.6,72,150,0
2025-05-07 15:29:00+02:00,23195.6,23196.7,23191.2,23195.0,81,150,0
2025-05-07 15:30:00+02:00,23194.8,23194.8,23183.9,23187.2,102,150,0
2025-05-07 15:31:00+02:00,23188.2,23193.4,23187.0,23190.2,78,150,0
2025-05-07 15:32:00+02:00,23190.6,23198.6,23190.1,23198.6,64,150,0
2025-05-07 15:33:00+02:00,23199.1,23200.7,23194.0,23194.1,70,150,0
2025-05-07 15:34:00+02:00,23195.0,23196.3,23192.2,23194.4,46,150,0
2025-05-07 15:35:00+02:00,23194.3,23200.3,23191.7,23200.3,66,150,0
2025-05-07 15:36:00+02:00,23200.3,23202.3,23196.8,23200.5,62,150,0
2025-05-07 15:37:00+02:00,23201.1,23205.1,23199.0,23205.1,61,150,0
2025-05-07 15:38:00+02:00,23204.9,23209.9,23203.4,23209.9,48,150,0
2025-05-07 15:39:00+02:00,23209.9,23216.6,23208.0,23216.6,87,150,0
2025-05-07 15:40:00+02:00,23216.7,23218.4,23213.5,23217.4,68,150,0
2025-05-07 15:41:00+02:00,23216.4,23221.5,23216.4,23219.4,61,150,0
2025-05-07 15:42:00+02:00,23219.3,23228.8,23219.3,23227.1,62,150,0
2025-05-07 15:43:00+02:00,23227.2,23227.3,23223.6,23224.2,57,150,0
2025-05-07 15:44:00+02:00,23222.2,23224.6,23221.7,23223.0,61,150,0
2025-05-07 15:45:00+02:00,23223.9,23227.9,23221.1,23226.4,73,150,0
2025-05-07 15:46:00+02:00,23226.0,23226.7,23223.2,23224.1,69,150,0
2025-05-07 15:47:00+02:00,23224.8,23226.3,23224.2,23224.8,51,150,0
2025-05-07 15:48:00+02:00,23224.7,23228.7,23224.3,23228.3,44,150,0
2025-05-07 15:49:00+02:00,23228.2,23231.1,23221.7,23222.9,72,150,0
2025-05-07 15:50:00+02:00,23223.2,23227.2,23215.4,23215.5,74,150,0
2025-05-07 15:51:00+02:00,23215.6,23217.3,23212.4,23215.4,62,150,0
2025-05-07 15:52:00+02:00,23214.9,23215.3,23205.3,23205.9,71,150,0
2025-05-07 15:53:00+02:00,23206.5,23216.9,23206.5,23215.5,70,150,0
2025-05-07 15:54:00+02:00,23215.4,23216.7,23208.4,23210.8,58,150,0
2025-05-07 15:55:00+02:00,23210.9,23212.0,23201.5,23203.0,76,150,0
2025-05-07 15:56:00+02:00,23203.2,23203.7,23198.0,23200.0,48,150,0
2025-05-07 15:57:00+02:00,23200.2,23200.6,23189.1,23198.6,72,150,0
2025-05-07 15:58:00+02:00,23198.6,23207.3,23198.2,23199.3,59,150,0
2025-05-07 15:59:00+02:00,23198.6,23203.6,23198.6,23202.1,53,150,0
2025-05-07 16:00:00+02:00,23202.2,23210.2,23200.6,23207.2,78,150,0
2025-05-07 16:01:00+02:00,23207.5,23214.2,23204.6,23209.1,61,150,0
2025-05-07 16:02:00+02:00,23209.0,23220.6,23209.0,23220.6,71,150,0
2025-05-07 16:03:00+02:00,23220.7,23226.2,23219.1,23226.2,63,150,0
2025-05-07 16:04:00+02:00,23226.0,23237.1,23223.5,23223.5,80,150,0
2025-05-07 16:05:00+02:00,23224.6,23233.6,23224.6,23229.6,60,150,0
2025-05-07 16:06:00+02:00,23228.9,23230.5,23221.0,23221.0,57,150,0
2025-05-07 16:07:00+02:00,23221.1,23227.7,23221.0,23224.6,51,150,0
2025-05-07 16:08:00+02:00,23224.2,23224.7,23216.7,23216.7,49,150,0
2025-05-07 16:09:00+02:00,23216.5,23226.0,23216.5,23225.2,64,150,0
2025-05-07 16:10:00+02:00,23225.0,23229.1,23223.9,23228.6,46,150,0
2025-05-07 16:11:00+02:00,23228.4,23230.5,23227.3,23227.7,48,150,0
2025-05-07 16:12:00+02:00,23227.8,23231.3,23224.3,23230.4,61,150,0
2025-05-07 16:13:00+02:00,23230.3,23235.8,23228.7,23234.3,54,150,0
2025-05-07 16:14:00+02:00,23234.2,23235.3,23229.6,23234.7,63,150,0
2025-05-07 16:15:00+02:00,23234.8,23242.6,23234.6,23239.8,65,150,0
2025-05-07 16:16:00+02:00,23239.8,23239.8,23233.3,23233.4,57,150,0
2025-05-07 16:17:00+02:00,23233.2,23237.9,23231.3,23231.9,68,150,0
2025-05-07 16:18:00+02:00,23231.5,23232.1,23227.6,23227.8,80,150,0
2025-05-07 16:19:00+02:00,23227.8,23232.7,23226.3,23226.5,62,150,0
2025-05-07 16:20:00+02:00,23225.9,23232.0,23224.4,23230.0,62,150,0
2025-05-07 16:21:00+02:00,23230.1,23234.9,23227.5,23234.9,80,150,0
2025-05-07 16:22:00+02:00,23235.1,23240.5,23234.9,23240.0,72,150,0
2025-05-07 16:23:00+02:00,23240.0,23240.0,23234.8,23238.3,64,150,0
2025-05-07 16:24:00+02:00,23238.4,23239.5,23225.6,23225.6,93,150,0
2025-05-07 16:25:00+02:00,23225.6,23227.8,23223.7,23227.6,79,150,0
2025-05-07 16:26:00+02:00,23227.4,23227.6,23218.2,23223.2,67,150,0
2025-05-07 16:27:00+02:00,23223.3,23224.3,23221.1,23221.8,66,150,0
2025-05-07 16:28:00+02:00,23222.2,23222.3,23216.1,23218.2,53,150,0
2025-05-07 16:29:00+02:00,23218.3,23223.3,23216.2,23223.1,68,150,0
2025-05-07 16:30:00+02:00,23223.3,23229.7,23222.1,23226.9,67,150,0
2025-05-07 16:31:00+02:00,23227.1,23229.1,23224.9,23225.9,57,150,0
2025-05-07 16:32:00+02:00,23225.6,23232.1,23225.4,23232.1,66,150,0
2025-05-07 16:33:00+02:00,23231.4,23235.6,23226.9,23229.6,59,150,0
2025-05-07 16:34:00+02:00,23229.7,23230.2,23227.5,23227.7,56,150,0
2025-05-07 16:35:00+02:00,23226.1,23231.2,23225.6,23230.1,56,150,0
2025-05-07 16:36:00+02:00,23230.2,23234.9,23229.0,23232.0,66,150,0
2025-05-07 16:37:00+02:00,23232.4,23236.5,23229.9,23230.4,63,150,0
2025-05-07 16:38:00+02:00,23230.3,23232.5,23224.8,23229.1,52,150,0
2025-05-07 16:39:00+02:00,23228.9,23230.0,23225.4,23227.0,56,150,0
2025-05-07 16:40:00+02:00,23227.0,23227.0,23222.9,23225.0,58,150,0
2025-05-07 16:41:00+02:00,23223.9,23223.9,23215.5,23215.6,71,150,0
2025-05-07 16:42:00+02:00,23217.6,23219.2,23213.2,23213.7,57,150,0
2025-05-07 16:43:00+02:00,23213.6,23215.3,23207.7,23208.3,62,150,0
2025-05-07 16:44:00+02:00,23208.2,23214.3,23207.7,23214.3,64,150,0
2025-05-07 16:45:00+02:00,23214.2,23224.1,23211.5,23224.1,64,150,0
2025-05-07 16:46:00+02:00,23224.1,23224.1,23210.8,23211.5,72,150,0
2025-05-07 16:47:00+02:00,23211.8,23219.4,23208.8,23218.9,66,150,0
2025-05-07 16:48:00+02:00,23219.8,23223.3,23219.3,23222.3,62,150,0
2025-05-07 16:49:00+02:00,23222.3,23224.8,23216.7,23218.1,51,150,0
2025-05-07 16:50:00+02:00,23217.8,23227.1,23217.8,23226.1,56,150,0
2025-05-07 16:51:00+02:00,23226.0,23228.4,23225.3,23225.5,48,150,0
2025-05-07 16:52:00+02:00,23225.3,23225.4,23215.5,23215.5,54,150,0
2025-05-07 16:53:00+02:00,23215.6,23220.5,23214.7,23218.4,63,150,0
2025-05-07 16:54:00+02:00,23219.0,23220.5,23211.9,23214.6,56,150,0
2025-05-07 16:55:00+02:00,23214.1,23220.4,23214.1,23219.7,58,150,0
2025-05-07 16:56:00+02:00,23220.3,23227.6,23219.7,23225.2,51,150,0
2025-05-07 16:57:00+02:00,23225.0,23226.0,23223.4,23225.6,41,150,0
2025-05-07 16:58:00+02:00,23226.1,23228.1,23222.9,23224.5,56,150,0
2025-05-07 16:59:00+02:00,23224.6,23228.0,23224.6,23226.6,52,150,0
2025-05-07 17:00:00+02:00,23226.9,23241.0,23225.5,23240.0,66,150,0
2025-05-07 17:01:00+02:00,23239.7,23240.9,23233.7,23234.8,52,150,0
2025-05-07 17:02:00+02:00,23234.4,23247.1,23234.4,23245.0,58,150,0
2025-05-07 17:03:00+02:00,23245.2,23246.7,23238.5,23241.2,67,150,0
2025-05-07 17:04:00+02:00,23241.5,23244.4,23237.9,23238.6,69,150,0
2025-05-07 17:05:00+02:00,23238.4,23244.5,23232.6,23233.1,101,150,0
2025-05-07 17:06:00+02:00,23233.6,23237.7,23230.3,23236.7,97,150,0
2025-05-07 17:07:00+02:00,23235.7,23246.6,23235.6,23244.6,88,150,0
2025-05-07 17:08:00+02:00,23244.6,23244.6,23230.6,23232.2,98,150,0
2025-05-07 17:09:00+02:00,23233.8,23234.4,23228.3,23233.9,88,150,0
2025-05-07 17:10:00+02:00,23233.8,23234.4,23227.9,23228.9,98,150,0
2025-05-07 17:11:00+02:00,23228.1,23230.6,23224.1,23229.2,72,150,0
2025-05-07 17:12:00+02:00,23229.1,23234.5,23227.5,23234.5,100,150,0
2025-05-07 17:13:00+02:00,23234.1,23234.6,23230.5,23232.2,83,150,0
2025-05-07 17:14:00+02:00,23231.8,23232.1,23217.3,23219.8,100,150,0
2025-05-07 17:15:00+02:00,23220.3,23225.5,23217.6,23223.6,82,150,0
2025-05-07 17:16:00+02:00,23223.4,23224.4,23217.0,23217.5,77,150,0
